756,1764,-13280
-488,1468,-13356
4,1504,-13648
1532,1680,-13512
2112,2032,-15464
2964,412,-16612
2352,-916,-19284
1952,-2564,-21464
-1428,-740,-22460
-2060,-320,-19068
-2332,-52,-21792
-48,-2196,-17212
-640,-3960,-17064
740,-3508,-13740
-68,-1784,-13520
-264,-2172,-13500
976,-2828,-14140
1992,-2624,-14180
3132,-2412,-15720
1024,-1056,-19260
1984,472,-18532
1676,-500,-22720
-572,-2188,-20216
-1996,476,-20800
-2372,1920,-18916
-2036,1828,-18152
-760,1656,-17536
-120,2112,-16472
-416,2160,-15612
-476,2080,-15416
-456,2336,-15748
192,3408,-15864
880,2940,-15540
1596,1560,-16304
1216,296,-16664
68,-1012,-18248
432,-2044,-21268
-572,-1752,-19988
-724,-548,-17128
-1388,-1092,-16260
-1544,-2580,-17100
-1304,-4236,-17932
-816,-3240,-17772
32,-3224,-16320
-600,-3820,-16104
-672,-4608,-15884
-892,-4844,-15636
-776,-4844,-15348
-592,-2940,-15836
-1136,-2304,-18004
-504,-968,-16308
-708,-584,-17968
-284,-1080,-17156
-336,-1024,-17588
-316,-1116,-17840
244,-1236,-16784
288,-1156,-17032
-32,-756,-17384
-76,-788,-17632
320,-944,-17252
416,-828,-17384
688,-600,-17420
740,-492,-17568
848,-796,-17244
312,-532,-17832
496,-484,-17532
1096,-640,-16928
828,-520,-17284
716,-788,-17272
904,-724,-17364
1116,-188,-17176
1040,-592,-17368
1104,-940,-17396
1008,-828,-17316
1108,-684,-17160
1108,-456,-17340
940,-400,-17296
1116,-696,-17296
1180,-700,-17284
1296,-692,-17112
1092,-484,-17380
1396,-668,-17340
1240,-568,-17120
1284,-720,-17244
1312,-416,-17036
0 , 0 , 0
0 , 0 , 0
0 , 0 , 0
1724,-2788,-16948
2948,-2452,-17236
1660,-2940,-18492
1232,-1684,-19884
-220,-152,-20432
56,-444,-18500
-1128,-148,-17412
-3024,808,-17316
-3400,784,-16944
-2496,1672,-15992
-1448,2332,-17104
-220,2076,-15348
-548,1396,-15916
-480,1856,-16004
-180,2980,-15692
668,2740,-14896
568,1440,-15264
868,996,-16156
1948,892,-18096
2532,604,-18916
2640,-992,-20408
-1084,-3064,-25584
-164,900,-19548
-1756,2336,-17780
-3636,1716,-18808
-1728,-1808,-15872
-1180,-4028,-17792
180,-2596,-14432
-160,-1228,-14460
-308,-1468,-14072
648,-2156,-13100
1980,-2460,-13552
2652,-2864,-16544
3368,-2316,-18756
1552,-4,-20440
5336,156,-18912
352,404,-22080
-3304,-2188,-21168
-2936,-132,-19384
-2384,384,-18120
-620,1128,-17740
408,3132,-14896
24,1688,-13900
-744,888,-13924
324,2100,-13308
1552,1456,-13052
3492,260,-13932
1396,1300,-19968
3376,-2648,-18816
4072,-3260,-21052
396,-3356,-25724
332,1760,-19204
-4284,1376,-19272
-304,636,-18160
-1112,-3460,-17612
-40,-4360,-14932
440,-2036,-12844
8,-1692,-12332
344,-2564,-12476
2552,-2140,-14336
4212,-2120,-15744
3092,-3036,-19280
1712,-356,-20644
3968,952,-21904
-2544,824,-21372
-716,-3424,-18872
-2376,-192,-20360
-1908,836,-19276
-112,1944,-16924
688,2416,-14612
-224,892,-13084
-696,1480,-13072
912,2368,-12672
2528,968,-13116
3228,1868,-17452
2952,-560,-19948
3576,-2980,-20332
2188,-2836,-24092
-1160,-504,-21128
-2552,876,-17836
-3120,1384,-21196
-740,-968,-16864
-416,-4444,-17040
556,-4228,-13364
-340,-1104,-12268
-88,-1328,-12008
1220,-2612,-12640
2392,-2904,-16128
2932,-2328,-17108
2484,-660,-19680
2248,328,-22904
-3708,3608,-25868
308,-4360,-16704
-1044,-1632,-17420
-3136,196,-18892
-2096,2512,-18560
-36,4620,-15432
112,1520,-13804
-556,460,-13296
-328,1592,-13120
1600,1392,-12320
2364,2400,-14204
2080,1900,-19004
2108,-1372,-19992
2304,-2764,-22640
-680,-3004,-25140
-640,624,-17952
-3948,1008,-19452
-1072,92,-18080
-908,-3400,-18036
-268,-3824,-14904
112,-2188,-12652
-176,-1472,-12104
536,-2204,-12532
2400,-1832,-12724
3320,-2476,-16228
2504,-2660,-20508
2220,140,-20752
1924,396,-22028
-1500,-1832,-20716
-288,-1988,-18388
-3328,-468,-20564
-2464,380,-18712
-24,1908,-16540
312,2548,-14152
352,1676,-12936
-420,1584,-13528
960,1992,-13176
2968,1256,-13980
2344,2124,-18080
2920,-1740,-19224
3912,-2796,-19896
2868,-1852,-24564
-2532,64,-22140
-5320,-796,-20748
-92,-448,-18936
116,-2596,-17892
780,-3972,-14484
316,-3088,-12520
-648,-1376,-13048
-320,-2064,-13020
1824,-2580,-14028
3232,-2992,-14712
3620,-3136,-17540
1164,-1724,-19612
4528,456,-18412
-752,-528,-24168
-1172,-3060,-18880
-2804,680,-21088
-2368,928,-19364
-684,1520,-17504
416,3356,-15020
-220,1688,-13048
-752,1472,-13276
536,2048,-13812
1768,948,-13812
2424,144,-15660
2828,-1260,-18568
2832,-2188,-19828
4760,-1100,-17512
-308,520,-22668
-4360,-2152,-21776
-5212,-2288,-22504
332,-672,-17256
208,-2332,-18088
652,-4156,-14040
244,-2740,-12456
104,-1748,-12272
1200,-2736,-12972
2020,-2700,-14836
3384,-3536,-16048
3424,-1852,-18200
2516,-368,-19640
1564,92,-24084
-3064,-1920,-22388
-608,-1860,-18036
-2544,1020,-19684
-2184,1312,-18556
-4,2828,-16760
476,2284,-15340
-244,892,-14660
-316,1188,-15080
636,1964,-14804
1844,1692,-14600
2728,888,-14804
2268,928,-16288
1732,-144,-18704
2252,-2628,-17920
3200,-2188,-22140
980,-984,-21336
-1264,-2192,-19676
-2412,-180,-17004
-1612,64,-17936
-584,-3292,-16240
-244,-5496,-17412
620,-3576,-15312
852,-2312,-15376
844,-3192,-15308
1376,-3440,-14932
1528,-3944,-14304
836,-2460,-16048
1884,-2284,-16232
1328,-1048,-18472
3612,-1048,-17368
3100,-2972,-21592
-756,-1912,-21808
-2268,1568,-21432
-1628,480,-16684
-2776,-772,-16680
-2516,2336,-16896
-2064,2904,-17952
-1412,3100,-16704
-1100,3196,-16696
-1424,2508,-15800
-916,3044,-15524
-1016,4008,-15696
-1716,3388,-16668
-1028,1660,-16840
-460,1704,-16428
112,836,-16268
292,504,-17344
-888,-996,-18212
-1284,-1624,-18760
312,-912,-17132
804,100,-17436
952,-776,-16580
332,-1000,-17440
96,-400,-17532
220,-420,-17396
656,-784,-16784
768,-696,-17308
1084,-532,-17268
880,-272,-17752
952,-320,-17592
1252,-96,-17396
1500,-380,-17296
1212,-448,-17372
1412,-460,-17408
1356,-328,-17564
1672,-380,-17300
1500,-440,-17132
1588,-252,-17428
1644,-452,-17104
1724,-456,-17368
1656,-404,-17200
1796,-352,-17172
1960,-408,-17296
1760,-180,-17296
1588,-340,-17392
0 , 0 , 0
0 , 0 , 0
0 , 0 , 0
896,-932,-18448
-464,124,-18492
-2144,-32,-17204
-3172,-840,-15896
-2700,568,-16276
-1920,2452,-16916
-960,1428,-16812
-196,1168,-15752
-576,980,-16516
36,1564,-15404
536,2464,-15424
1320,1744,-14972
1648,940,-15216
912,856,-17128
1432,-1572,-19612
3108,-2568,-19696
-728,-3568,-26320
-1132,-364,-19600
-2940,2068,-18284
-2784,1576,-17784
-1592,-2592,-15616
-412,-4564,-15964
32,-2464,-14432
-660,-760,-14028
-96,-1864,-13116
816,-2444,-13440
2920,-2796,-14516
3160,-4508,-17896
3140,-2208,-19900
2988,-356,-20836
640,572,-25756
-6256,-1232,-21820
-1816,76,-17924
-3400,1112,-19204
-1656,-704,-18780
-448,2668,-16116
408,3144,-13704
-352,952,-12548
-128,1468,-13000
1368,1020,-11804
1980,2160,-14692
1856,1636,-21108
4000,-2888,-19156
4800,-1796,-20908
-3172,-3700,-27124
-3364,-12,-18972
-2880,1824,-20848
-1240,-452,-16980
40,-3764,-15516
324,-3180,-12676
-248,-1980,-11864
328,-2320,-11168
2108,-1352,-11752
4248,-2528,-14128
3832,-2872,-19440
1500,-640,-20740
4024,2076,-22988
-2324,2744,-27732
716,-4076,-16456
-2664,-804,-18296
-3404,660,-20632
-1444,3548,-16544
-132,3696,-13636
172,988,-12088
28,884,-11780
1052,1376,-11944
1808,2084,-14364
3064,2628,-17876
4168,-2144,-18336
4212,-2108,-22236
1504,-4936,-28588
-1952,380,-19736
-2768,680,-21044
-932,1164,-18532
-932,-2252,-18600
-472,-4200,-13668
-720,-2344,-12316
-996,-1560,-11452
576,-2096,-10708
3628,-1340,-11956
4516,-1332,-16244
2232,-2824,-21128
1860,-168,-21548
-1708,4432,-32264
-2376,-568,-19132
-588,-4424,-18132
-2768,-1068,-18988
-2580,868,-18124
-688,5072,-14628
-380,2872,-13012
-504,336,-12284
-68,780,-12776
1636,964,-12052
2708,2876,-16876
3020,-164,-18424
1812,-1604,-21292
2940,-2424,-21876
-4088,-1148,-23492
-3436,1520,-18536
-2424,1144,-21488
-920,-1408,-18596
-344,-3292,-16892
324,-3524,-13276
-120,-1864,-11404
12,-2156,-10164
1820,-1664,-11380
2884,-2584,-15692
4132,-2840,-18280
2368,-1596,-19968
4908,876,-21892
-1800,2060,-26956
-2188,-1488,-20860
-1684,-596,-17276
-3700,548,-22492
-552,1080,-17812
360,3204,-14148
-48,1748,-12196
-484,804,-11436
540,1096,-11916
2336,256,-11632
2920,2204,-16952
2744,636,-20464
3140,-2948,-20580
5972,120,-18476
-3440,680,-25600
-5668,-504,-21360
-392,-1148,-22704
-452,-1524,-19520
444,-2232,-15516
888,-3528,-11232
-960,-1776,-10828
-800,-1728,-11272
1680,-1680,-12432
4816,-1184,-14656
4680,-1128,-18272
1700,-644,-20944
5400,952,-19728
1088,1896,-26608
-3036,-2800,-21064
-2396,-464,-18720
-3076,1244,-21660
-652,920,-17968
608,4328,-14560
152,1928,-11980
-812,544,-11432
816,2052,-12524
3384,624,-11060
3528,8,-15140
1436,-652,-21312
3864,-4616,-20976
4136,-1520,-23424
-5548,-80,-23980
-5636,952,-19792
-180,-416,-19628
176,-2004,-18164
376,-2400,-14816
-120,-3020,-12176
-304,-2208,-10776
836,-1948,-11208
3380,-1528,-13976
3944,-2168,-17812
3048,-1268,-19728
4096,-292,-21772
428,704,-25640
-3184,-1344,-21744
-1032,-904,-19364
-2716,692,-21028
-1060,756,-19184
744,2624,-15256
696,2492,-12380
-552,808,-11592
564,1688,-12612
2740,816,-11936
2548,1632,-15536
3100,252,-18720
1372,-2500,-21004
5628,-396,-18564
-2776,516,-22824
-4900,-1160,-20664
-2008,40,-22508
-624,-1356,-18412
584,-2024,-16140
828,-3512,-12640
-868,-1952,-11760
-176,-1288,-11512
1600,-1972,-13292
2868,-2488,-15856
3388,-1124,-17656
2176,308,-19672
4788,416,-18828
-2728,-68,-22376
-1540,-2808,-19076
-3300,380,-21380
-2380,212,-18804
-1140,1644,-17228
256,3412,-14712
-252,1632,-13108
-436,1292,-13520
560,1468,-13992
1292,1236,-13684
1932,628,-14680
2504,580,-16672
2500,-1208,-18368
1972,-2328,-21888
-1964,-3016,-24664
-3532,352,-18960
-1272,796,-21132
-100,-1888,-16744
20,-4092,-15688
-172,-3524,-15008
-616,-1640,-14788
736,-2084,-14244
1884,-3104,-14180
1256,-3160,-13516
2120,-2200,-16632
272,-880,-18828
160,-260,-24736
-456,1164,-20924
-184,-2252,-18328
-200,-332,-15628
-2924,3056,-18776
-2516,2912,-17584
-1164,2832,-16980
-132,2416,-16452
-544,2440,-15852
-1172,3148,-16396
-1236,3748,-15732
440,4052,-15440
368,2828,-16084
-712,1452,-17252
-792,228,-17700
-308,-320,-18260
-1736,-788,-18312
-1512,-2276,-17100
-772,-2248,-16856
-536,-2924,-18056
68,-3072,-18948
328,-2480,-16872
232,-2812,-15964
-320,-3888,-15520
-340,-4700,-15520
-616,-3572,-16244
-352,-2380,-18512
-24,-852,-18032
40,-1516,-16732
364,-1780,-16148
268,-1580,-16832
176,-1768,-17100
-4,-1240,-17904
-188,-800,-18856
508,-760,-17228
832,-1100,-17004
980,-1064,-17056
864,-1280,-16936
580,-912,-17800
800,-352,-17596
756,-508,-17520
752,-1000,-17332
1052,-984,-17220
964,-536,-17328
708,-284,-17384
928,-536,-17344
876,-640,-17344
816,-612,-17420
892,-576,-17268
1056,-520,-17184
900,-744,-17124
852,-700,-17136
988,-416,-17116
772,-560,-17284
1128,-732,-17288
972,-472,-17316
1124,-656,-17228
980,-528,-17320
0 , 0 , 0
0 , 0 , 0
0 , 0 , 0
-1200,-2032,-15404
-168,-4096,-16668
412,-2504,-14288
372,-1384,-13416
756,-2108,-12112
1772,-2896,-12424
1160,-4224,-15552
2300,-1168,-17908
4560,1348,-17308
2784,256,-20944
448,-1828,-32768
-3888,-2324,-14636
2048,-1748,-18080
-2764,1320,-20948
-2684,824,-17400
-308,5252,-15112
-712,2552,-13840
-880,1528,-13788
32,1672,-13248
1488,1512,-13864
1840,1796,-15644
2248,612,-17676
2544,304,-20872
3560,-4132,-20892
1184,-4096,-25000
-3764,-1324,-19568
-6072,2420,-21328
-1684,1260,-16596
-592,-4328,-15228
-116,-5116,-14744
492,-1892,-12492
624,-404,-11836
900,-1704,-12172
1692,-2836,-13584
2668,-3204,-16036
3804,-2052,-17772
2620,-356,-19516
2920,40,-29836
-5480,956,-16076
3320,-4540,-18024
-2612,-468,-21304
-3300,1424,-18412
-1140,5352,-14864
-608,3012,-13852
-344,860,-13704
-288,1776,-13928
676,1704,-14200
1568,3064,-15340
2376,2388,-15624
1892,716,-18108
3228,-1016,-19240
2872,-3484,-23720
-2240,-4996,-23932
-2172,-116,-16400
-5344,3040,-22444
-1312,2592,-16476
-2112,-4916,-16380
556,-4292,-13052
236,-836,-12196
-44,-836,-11556
872,-1608,-12204
2288,-2676,-15240
4152,-3016,-16440
2444,-2300,-19232
2804,48,-19768
-2096,1352,-32768
-2072,-2400,-12476
1008,-1940,-21404
-3200,-700,-19436
-3116,1896,-18232
236,5668,-14312
-512,2512,-13912
-740,536,-14008
-52,1444,-14172
748,3120,-15176
1552,2780,-15284
2232,1176,-15696
2204,100,-18960
2696,-2720,-21260
1032,-4148,-24472
-1788,-656,-20804
-2188,736,-16492
-3692,2216,-20256
-1572,-1076,-16032
-960,-4460,-16596
104,-3656,-14508
596,-1788,-12856
612,-1956,-12256
820,-2668,-13080
1744,-3136,-13648
2640,-3044,-16976
3852,-1180,-17212
2664,-20,-18356
-684,1592,-32768
-4,-680,-11708
3020,-5916,-19504
-880,-1120,-18472
-3644,2224,-18364
-1972,3624,-16048
20,3092,-15652
332,2192,-15080
-92,2060,-16032
112,2984,-16132
936,3956,-15392
1288,2764,-14876
1860,1628,-15404
1600,-392,-17164
3000,-3340,-18624
1708,-3444,-21908
-3252,-2496,-22528
-3016,-424,-18372
-2712,-520,-18444
-1448,-1792,-16088
-160,-5032,-15308
-48,-4832,-14740
72,-2292,-15492
1060,-2992,-14484
1768,-5324,-14320
700,-5428,-15020
2228,-3328,-14272
1884,-2852,-16448
888,-2528,-18056
4684,-2372,-15928
-5008,-2132,-27920
588,-2104,-18820
-1308,924,-18700
-1768,1400,-17124
-940,1636,-17492
-1072,3988,-17456
-1648,3220,-16472
-756,3232,-15420
-1072,4784,-15104
-532,3596,-15376
-1580,600,-17260
-232,-796,-17264
404,592,-17080
-416,1312,-17152
-508,-12,-16560
-252,28,-17200
200,956,-17432
300,796,-18436
704,-364,-17820
960,340,-17660
1152,616,-17484
1104,-116,-17460
1184,-372,-17480
1432,-312,-17284
1192,-128,-17416
820,-224,-17556
992,-216,-17196
1712,-512,-17088
1168,-384,-17220
1316,-204,-17116
1152,-436,-17472
1336,-340,-17412
1352,-288,-17196
0 , 0 , 0
0 , 0 , 0
0 , 0 , 0
2216,-2032,-16072
2148,-2048,-16280
2256,-1804,-17376
3068,-1900,-17376
3452,-2188,-17936
3460,-2236,-18052
712,564,-24956
-596,-1360,-17440
-768,-884,-17364
-2172,-2112,-15496
-2736,1512,-17016
-1620,2964,-17880
968,2612,-15012
608,696,-16024
-204,336,-15952
-268,2000,-15800
588,2460,-15620
1388,2068,-15680
1292,1236,-15804
1156,792,-18872
2372,-416,-21140
6140,-2016,-19112
1360,-2648,-23256
-3540,-904,-20304
-4496,1496,-17916
-4348,788,-18980
-532,-3000,-14756
-344,-4108,-16256
752,-2668,-15024
572,-2116,-13872
516,-3372,-13500
1076,-3956,-12868
1476,-3768,-13612
2980,-2424,-15656
4544,-2148,-17388
2964,180,-20708
6764,-340,-16536
-10688,-1732,-32768
6700,-2844,-11932
-2480,1048,-22484
-2732,-1404,-20236
-360,3904,-16396
-360,3352,-13740
-516,1012,-12816
-788,784,-13820
828,1456,-13352
1444,2340,-15056
2692,1192,-15924
2992,164,-20140
3332,-1508,-20300
1684,-3460,-25816
-3796,-3996,-22716
-3796,444,-16908
-2428,3936,-19864
-1160,-1356,-14724
-832,-5148,-15432
348,-3420,-13572
-44,-892,-12956
-164,-1540,-12544
532,-1944,-13140
2044,-1932,-14160
4288,-2328,-16308
3288,-3048,-18468
2704,-136,-19768
1128,560,-31516
-6324,-1456,-13452
708,-2208,-20140
-3440,-472,-21020
-2332,-120,-17388
-1252,6140,-15864
-516,4000,-13392
-400,1316,-13344
-440,1728,-13568
524,1940,-13604
2344,1924,-14972
2308,1620,-17040
3172,148,-20200
3540,-1612,-20992
524,-4364,-27264
-3292,-2060,-20228
-4704,2100,-17912
-908,2784,-17048
-1828,-2216,-15812
-624,-4616,-14984
68,-2292,-12584
356,-828,-11832
560,-1824,-11792
2148,-2080,-12828
3868,-2676,-15420
3976,-3592,-18420
3124,-740,-19092
6088,-992,-19656
-8048,3988,-25048
2204,-4472,-14380
-3592,56,-23604
-2276,-1032,-17516
-1264,4276,-14872
-200,4096,-13588
-824,2116,-13692
-168,1548,-14172
960,1112,-13972
2628,2176,-15556
1704,2720,-16744
2860,24,-19828
3332,-1828,-20236
792,-4540,-26956
-3312,-4116,-21172
-5076,1164,-16600
-4244,4664,-21168
-1664,-1700,-15672
-1212,-6184,-15996
652,-3916,-12840
80,-216,-11820
-440,-712,-11768
196,-1980,-12600
2524,-2460,-14940
4428,-2608,-16956
2576,-1896,-19120
2888,-100,-19860
-388,-1508,-32768
-2864,-4204,-10760
-192,-1308,-21864
-3084,-468,-20940
-2016,2052,-18260
-12,5248,-15608
-340,2228,-13504
-280,724,-12236
396,1116,-11836
2092,1952,-12856
2252,3000,-16472
2320,2132,-21076
4512,-3028,-19864
5604,-3752,-23616
-1732,-5076,-25968
-1676,2420,-17888
-4524,3872,-18620
-1092,1496,-16792
-1116,-4668,-16076
28,-4784,-14084
560,-1636,-12672
308,-1816,-11948
896,-2024,-11952
2856,-2056,-12864
4876,-3220,-15068
3060,-3728,-19180
1788,-504,-19668
2240,-1392,-25848
-5612,-264,-15236
-1648,-904,-21556
-888,564,-19808
-1600,1156,-17504
-64,4240,-13944
-784,3336,-13620
-716,1316,-13704
352,1644,-13792
1400,2504,-15352
3120,2048,-15176
3104,1120,-17728
3188,-148,-19156
1676,-3256,-24364
-2788,-4888,-24032
-3500,580,-18624
-4456,3136,-21348
-324,1764,-16120
-1504,-3612,-16016
8,-4736,-14236
-32,-2308,-12808
-256,-1260,-12536
536,-2496,-12716
780,-3952,-15044
3488,-2480,-15812
3404,-980,-16508
2188,-196,-19220
5012,-524,-15620
-2400,-2208,-27452
-1712,-1884,-19468
-84,2120,-17256
-1032,2112,-18384
-2020,716,-16228
-552,4196,-15888
-448,3456,-15460
-96,2252,-15792
1204,2728,-15312
1892,2748,-15236
1800,1316,-14548
1548,732,-15932
1124,-460,-16864
1672,-4176,-20860
200,-1972,-23432
-376,556,-20024
-1952,1244,-17112
-3824,1508,-18652
-1784,556,-15728
-684,-3972,-16540
-188,-4052,-16360
756,-2424,-15868
1252,-2320,-15240
1640,-2664,-14764
1296,-3444,-15592
1100,-4420,-15380
664,-2020,-16884
-360,176,-18964
3280,-100,-16628
6848,-5116,-15424
-2420,-1336,-22288
-3956,1656,-22236
-1780,1740,-16852
-756,552,-17016
-1032,1488,-16456
-1012,3608,-16872
-1676,4188,-17372
-844,3048,-17188
-1812,3388,-16864
-1076,2976,-15468
-1280,2296,-15904
-556,1484,-15952
-660,756,-17096
-272,1160,-17180
-840,1544,-17052
-1308,180,-17448
-1084,-160,-17516
-112,1604,-16676
164,1724,-17104
204,328,-17360
-240,-316,-17624
-88,-76,-17612
32,680,-17392
-4,244,-17340
404,-444,-17440
304,-212,-17420
576,-92,-17228
476,-288,-17388
492,-356,-17368
716,-280,-17448
496,-108,-17392
576,-4,-17292
524,-28,-17268
720,-472,-17296
592,-228,-17224
676,-36,-17200
692,-116,-17276
692,40,-17296
568,52,-17228
644,-220,-17296
748,-248,-17324
760,-32,-17384
0 , 0 , 0
0 , 0 , 0
0 , 0 , 0
1840,1440,-18428
2132,-128,-20228
3492,-1124,-18224
1552,-1184,-18860
-2856,-2232,-18356
-6624,-884,-20608
-640,-940,-17084
-132,-3592,-15588
332,-4008,-16104
1124,-2736,-13868
380,-2548,-13512
188,-3464,-13900
1192,-3436,-12524
2692,-1876,-14272
3036,-2592,-17848
3020,-1276,-18980
3744,-436,-19220
6292,-2932,-18532
-8404,-328,-23776
1384,-140,-15460
-2696,1576,-20868
-2100,-1236,-18280
404,1940,-14668
392,3548,-14332
-1320,2060,-15356
-972,1688,-15112
1192,1968,-14516
2984,1768,-14444
3368,1108,-15832
824,760,-20952
3736,-3896,-20148
1876,-2472,-24296
-4804,-504,-19572
-6488,748,-20904
-760,2916,-18044
-492,-1248,-16284
576,-4272,-14360
632,-3108,-12452
260,-1324,-11936
724,-2640,-12876
1820,-3224,-13504
3148,-1312,-15916
3196,-2232,-19392
2556,600,-21068
3948,-664,-22284
-5992,-188,-16004
-768,100,-21980
-1560,-352,-19548
-1676,2320,-16664
-148,5308,-14412
-524,2568,-13172
-756,1668,-13788
-292,1380,-14256
1316,1976,-15020
3292,2168,-15484
2948,1716,-16032
1672,480,-21140
2556,-3672,-22064
1872,-4284,-24096
-2252,-48,-17556
-5664,2060,-19852
-1232,1516,-17948
-1300,-3732,-15584
316,-4156,-14928
656,-2192,-12672
-68,-1248,-11924
36,-1932,-11884
2660,-1784,-13424
5380,-3396,-15660
2560,-3340,-19716
1632,968,-20500
1064,856,-32768
-2932,-708,-13668
3456,-4500,-13340
-3500,-2312,-25004
-4800,708,-18252
-1368,6384,-14936
-816,1848,-13900
992,1976,-13196
1720,1644,-14316
340,2856,-16716
2524,-700,-19356
3944,-1820,-20408
176,-3716,-26828
-2320,-2816,-19148
-4620,2424,-18200
-3492,4940,-20944
-2052,-1060,-16240
-1620,-6048,-16128
912,-4380,-13064
268,-1048,-12048
-236,-716,-11536
1052,-2180,-11812
3132,-2632,-15000
3508,-3296,-18556
2660,48,-19428
1848,524,-21440
-2360,-988,-32768
152,-2340,-11968
1888,-1784,-14760
-3616,-1164,-23940
-2620,324,-17484
-244,6072,-14656
-224,1968,-13560
-512,920,-13828
64,1716,-13512
2148,1700,-13128
2952,2640,-14600
1964,1100,-18876
3036,-1412,-20404
4712,-3632,-21520
-1140,-4312,-25384
-1464,776,-18568
-5172,3568,-20512
-1604,1176,-16740
-1088,-4004,-17312
180,-4896,-14212
688,-2864,-11716
792,-2232,-11084
572,-2084,-12080
2404,-2424,-15532
3612,-3492,-16756
2500,-992,-18660
3376,-164,-19992
3392,-2312,-21940
-7004,-136,-17352
-840,-1168,-20740
-2808,1788,-20604
-1656,680,-17124
196,3832,-14404
-1008,3388,-14160
-1472,1736,-14144
44,1416,-13616
1404,1608,-14136
2604,1112,-14824
3424,1012,-16548
2460,-912,-21664
2880,-2288,-20520
864,-1728,-24028
-2432,-192,-18700
-5972,980,-21132
-1328,2012,-18076
-1184,-2432,-16320
-580,-3380,-14048
268,-1344,-11984
-108,-1096,-11612
940,-2264,-12864
2880,-1608,-14484
3744,-1356,-16568
2572,-1372,-18884
1896,-496,-19112
3084,-1984,-21352
-5912,-56,-18600
-2012,384,-21248
-1172,2732,-20212
-1592,628,-17624
-580,3752,-15200
-208,3520,-13676
-576,1664,-13780
-32,1356,-14444
1600,1924,-14392
3164,1692,-14500
1892,1280,-16716
1596,-844,-20732
4716,-1716,-19644
1912,-3044,-23388
-2244,-1224,-19396
-6404,-36,-19508
-1564,2148,-18460
-892,-2372,-16072
536,-3492,-14540
-32,-2524,-13076
-600,-1896,-12140
512,-2524,-12104
2904,-1804,-13688
4200,-1148,-15920
1880,-3328,-20700
2440,-552,-19736
6420,-1064,-16432
-6256,-268,-23856
208,-1792,-16772
-3080,2264,-23328
-1992,332,-17592
-76,3680,-15812
156,3776,-13640
-944,1904,-14072
-488,1268,-14100
1232,2616,-14328
2460,2208,-15000
1568,56,-17268
3260,-444,-19564
2600,-1900,-20976
1396,-5224,-22976
-1672,-448,-19176
-4024,3224,-16832
-2348,2920,-20620
-1720,-2040,-15828
-820,-5332,-16612
384,-2720,-14036
556,-996,-13116
508,-2100,-13172
1704,-2324,-13988
3484,-1776,-14384
3772,-2980,-17544
1736,-1748,-19180
5028,-1308,-16328
-2716,-1708,-32768
-2524,-1172,-23424
-524,792,-17332
-916,2016,-18572
-964,920,-17020
4,3528,-15572
168,3852,-15552
-236,2392,-15856
1012,2348,-15880
1736,2680,-15848
1180,3100,-15472
1560,1708,-15424
1396,376,-17340
556,-3084,-22084
1756,-3020,-20608
352,-1644,-19816
-1816,20,-17028
-3108,-232,-16076
-2324,-456,-17620
-1328,-3144,-16896
-236,-4300,-16492
344,-2400,-16696
352,-3016,-15372
